字號,字,韻部,韻母
5642,漹,元,ʌn
5644,焉,元,ʌn
5645,𡣬,元,ʌn
5647,燀,元,ʌn
5650,蕭,幽,ɔ
5651,簫,幽,ɔ
5653,蟰,幽,ɔ
5654,橚,幽,ɔ
5655,潚,幽,ɔ
5659,箾,宵,o
5663,瞍,幽,ɔ
5666,祧,宵,o
5667,佻,宵,o
5668,挑,宵,o
5669,朓,宵,o
5671,𣂁,宵,o
5674,趒,宵,o
5676,蓧,幽,ɔ
5677,貂,宵,o
5678,䯾,幽,ɔ
5681,琱,幽,ɔ
5682,凋,幽,ɔ
5683,鯛,幽,ɔ
5685,雕,幽,ɔ
5687,蛁,宵,o
5688,彫,幽,ɔ
5689,𧜣,幽,ɔ
5690,𧘨,宵,o
5698,瞗,幽,ɔ
5700,條,幽,ɔ
5704,鋚,幽,ɔ
5706,蜩,幽,ɔ
5707,佻,宵,o
5708,趒,宵,o
5709,苕,宵,o
5710,芀,宵,o
5711,調,幽,ɔ
5712,鮡,宵,o
5714,䯾,幽,ɔ
5717,𠤼,幽,ɔ
5719,𠧪,幽,ɔ
5721,驍,宵,o
5722,梟,宵,o
5724,澆,宵,o
5725,憿,宵,o
5726,釗,宵,o
5729,徼,宵,o
5730,聊,幽,ɔ
5733,膫,宵,o
5735,遼,宵,o
5736,憀,幽,ɔ
5737,竂,宵,o
5742,撩,宵,o
5745,僚,宵,o
5747,鐐,宵,o
5748,簝,宵,o
5749,豂,幽,ɔ
5750,鷯,宵,o
5752,璙,宵,o
5754,漻,幽,ɔ
5755,蟟,宵,o
5761,翏,幽,ɔ
5762,繚,宵,o
5763,憭,宵,o
5771,熮,幽,ɔ
5772,堯,宵,o
5773,嶢,宵,o
5774,僥,宵,o
5775,垚,宵,o
5776,顤,宵,o
5777,膮,宵,o
5778,嘵,宵,o
5783,䫞,宵,o
5784,幺,宵,o
5785,怮,幽,ɔ
5787,䱂,幽,ɔ
5788,㫐,宵,o
5789,鄡,宵,o
5791,𢿣,宵,o
5792,墽,宵,o
5794,宵,宵,o
5795,消,宵,o
5796,霄,宵,o
5799,痟,宵,o
5800,綃,宵,o
5801,銷,宵,o
5805,莦,宵,o
5806,哨,宵,o
5814,超,宵,o
5820,朝,宵,o
5822,鼂,宵,o
5823,⿱日黽,宵,o
5826,朝,宵,o
5827,潮,宵,o
5828,嚻,宵,o
5829,枵,宵,o
5830,歊,宵,o
5831,毊,宵,o
5832,獢,宵,o
5834,藃,宵,o
5836,𩱴,宵,o
5837,虈,宵,o
5838,樵,宵,o
5844,譙,宵,o
5850,䩌,宵,o
5853,驕,宵,o
5857,鷮,宵,o
5858,蕎,宵,o
5859,喬,宵,o
5860,簥,宵,o
5861,撟,宵,o
5862,焦,宵,o
5865,蕉,宵,o
5867,鷦,宵,o
5871,噍,宵,o
5872,鐎,宵,o
5874,䩌,宵,o
5875,𪚱,宵,o
5877,燋,宵,o
5879,饒,宵,o
5880,橈,宵,o
5883,蟯,宵,o
5884,蕘,宵,o
5885,燒,宵,o
5888,媱,宵,o
5890,繇,宵,o
5892,𣣳,宵,o
5893,窯,宵,o
5897,珧,宵,o
5899,銚,宵,o
5900,姚,宵,o
5901,搖,宵,o
5902,謠,宵,o
5903,軺,宵,o
5906,𨙂,宵,o
5908,蘨,宵,o
5909,𤬖,宵,o
5910,鷂,宵,o
5911,洮,宵,o
5914,𢑄,宵,o
5916,榣,宵,o
5917,嗂,宵,o
5918,䠛,宵,o
5919,瑤,宵,o
5923,韶,宵,o
5925,佋,宵,o
5927,𠧙,宵,o
5930,軺,宵,o
5931,柖,宵,o
5933,昭,宵,o
5935,鉊,宵,o
5936,招,宵,o
5937,釗,宵,o
5938,盄,宵,o
5940,飊,宵,o
5941,標,宵,o
5942,猋,宵,o
5943,杓,宵,o
5946,熛,宵,o
5948,𧽤,宵,o
5949,蔈,宵,o
5952,𣄠,宵,o
5953,贆,宵,o
5955,鑣,宵,o
5958,儦,宵,o
5959,瀌,宵,o
5960,𦔩,宵,o
5961,藨,宵,o
5962,瓢,宵,o
5963,飄,宵,o
5964,剽,宵,o
5972,𪃦,宵,o
5973,苗,宵,o
5975,緢,宵,o
5976,貓,宵,o
5978,要,宵,o
5980,葽,宵,o
5986,蟯,宵,o
5987,鴞,宵,o
5988,𨚙,宵,o
5989,喬,宵,o
5990,橋,宵,o
5991,趫,宵,o
5992,僑,宵,o
5994,鐈,宵,o
5995,鷮,宵,o
6000,蕎,宵,o
6001,蟜,宵,o
6002,蹻,宵,o
6012,妖,宵,o
6013,祅,宵,o
6014,枖,宵,o
6016,夭,宵,o
6017,蹻,宵,o
6018,繑,宵,o
6019,趬,宵,o
6021,䫞,宵,o
6024,弨,宵,o
6025,𤐫,宵,o
6030,旚,宵,o
6031,犥,宵,o
6032,鏢,宵,o
6035,飄,宵,o
6036,慓,宵,o
6038,摽,宵,o
6039,𧽤,宵,o
6042,瞟,宵,o
6044,嘌,宵,o
6046,翹,宵,o
6052,燎,宵,o
6054,趫,宵,o
6058,肴,宵,o
6062,殽,宵,o
6063,洨,宵,o
6064,筊,宵,o
6068,爻,宵,o
6073,䋂,宵,o
6077,交,宵,o
6078,蛟,宵,o
6079,茭,宵,o
6080,鵁,宵,o
6081,膠,幽,ɔ
6082,鮫,宵,o
6084,郊,宵,o
6087,㶀,幽,ɔ
6088,䢒,宵,o
6089,教,宵,o
6092,摎,幽,ɔ
6094,佼,宵,o
6095,艽,幽,ɔ
6099,𡥈,宵,o
6100,巢,宵,o
6101,轈,宵,o
6102,勦,宵,o
6105,樔,宵,o
6107,鄛,宵,o
6108,鐃,宵,o
6109,呶,幽,ɔ
6110,譊,宵,o
6111,怓,幽,ɔ
6117,梢,宵,o
6118,捎,宵,o
6123,䈰,宵,o
6124,筲,宵,o
6126,蛸,宵,o
6129,綃,宵,o
6134,茅,幽,ɔ
6136,貓,宵,o
6138,罞,幽,ɔ
6141,媌,宵,o
6142,虓,幽,ɔ
6145,藃,宵,o
6150,哮,幽,ɔ
6159,包,幽,ɔ
6160,胞,幽,ɔ
6162,苞,幽,ɔ
6163,勹,幽,ɔ
6164,胞,幽,ɔ
6165,𨚔,幽,ɔ
6166,䍖,幽,ɔ
6167,脬,幽,ɔ
6169,泡,幽,ɔ
6173,敲,宵,o
6175,骹,宵,o
6178,磽,宵,o
6181,鄗,宵,o
6185,謷,宵,o
6187,𢿣,宵,o
6193,摷,宵,o
6196,啁,幽,ɔ
6198,鵃,幽,ɔ
6201,鈔,宵,o
6203,訬,宵,o
6205,庖,幽,ɔ
6206,咆,幽,ɔ
6207,匏,幽,ɔ
6208,炮,幽,ɔ
6212,麃,宵,o
6215,鞄,幽,ɔ
6224,坳,幽,ɔ
6232,嘮,宵,o
6238,豪,宵,o
6239,號,宵,o
6241,嗥,幽,ɔ
6243,濠,宵,o
6246,𣘫,宵,o
6248,𨚙,宵,o
6251,高,宵,o
6252,膏,宵,o
6254,皋,幽,ɔ
6255,羔,宵,o
6258,櫜,幽,ɔ
6259,咎,幽,ɔ
6260,鼛,幽,ɔ
6265,𦺆,幽,ɔ
6268,𣓌,幽,ɔ
6272,勞,宵,o
6273,澇,宵,o
6274,牢,幽,ɔ
6279,蟧,宵,o
6280,醪,幽,ɔ
6290,嫪,幽,ɔ
6294,蒿,宵,o
6296,撓,宵,o
6297,薧,宵,o
6298,薅,幽,ɔ
6301,毛,宵,o
6302,髦,宵,o
6303,芼,宵,o
6305,旄,宵,o
6306,氂,宵,o
6307,㮘,幽,ɔ
6311,饕,宵,o
6316,滔,幽,ɔ
6318,弢,宵,o
6319,𩥓,幽,ɔ
6320,㹗,幽,ɔ
6321,𤘸,宵,o
6322,慆,幽,ɔ
6323,絛,幽,ɔ
6325,𠌪,幽,ɔ
6328,夲,幽,ɔ
6331,搯,幽,ɔ
6334,𠬢,宵,o
6338,挑,宵,o
6339,刀,宵,o
6341,忉,宵,o
6342,裯,幽,ɔ
6346,騷,幽,ɔ
6347,搔,幽,ɔ
6348,繅,宵,o
6349,繰,宵,o
6350,臊,宵,o
6354,鱢,宵,o
6357,𠋺,幽,ɔ
6358,慅,幽,ɔ
6362,襃,幽,ɔ
6365,𨚔,幽,ɔ
6366,陶,幽,ɔ
6367,䛬,幽,ɔ
6368,䛌,幽,ɔ
6369,咷,宵,o
6370,桃,宵,o
6372,燾,幽,ɔ
6373,逃,宵,o
6374,鼗,宵,o
6375,鞀,宵,o
6376,鞉,宵,o
6379,檮,幽,ɔ
6380,騊,幽,ɔ
6381,萄,幽,ɔ
6382,翿,幽,ɔ
6389,蜪,幽,ɔ
6391,糟,幽,ɔ
6394,遭,幽,ɔ
6395,㷮,幽,ɔ
6396,槽,幽,ɔ
6397,傮,幽,ɔ
6400,敖,宵,o
6402,翺,幽,ɔ
6404,驁,宵,o
6405,熬,宵,o
6407,獒,宵,o
6408,滶,宵,o
6409,蔜,宵,o
6411,鼇,宵,o
6412,螯,宵,o
6413,謷,宵,o
6415,嗷,宵,o
6419,嫯,宵,o
6425,曹,幽,ɔ
6427,槽,幽,ɔ
6428,螬,幽,ɔ
6436,蓸,幽,ɔ
6437,漕,幽,ɔ
6438,褿,幽,ɔ
6440,䥝,幽,ɔ
6443,㺜,幽,ɔ
6447,峱,幽,ɔ
6448,𤫕,幽,ɔ
6449,獿,幽,ɔ
6450,尻,幽,ɔ
6451,訄,幽,ɔ
6452,操,宵,o
6456,㯱,幽,ɔ
6457,藨,宵,o
6460,歌,歌,ʌl
6461,謌,歌,ʌl
6462,柯,歌,ʌl
6463,妿,歌,ʌl
6465,渮,歌,ʌl
6468,滒,歌,ʌl
6469,哥,歌,ʌl
6470,鴚,歌,ʌl
6474,磋,歌,ʌl
6475,溠,歌,ʌl
6476,傞,歌,ʌl
6477,𪘓,歌,ʌl
6478,多,歌,ʌl
6479,娑,歌,ʌl
6494,紽,歌,ʌl
6495,鮀,歌,ʌl
6499,沱,歌,ʌl
6501,詑,歌,ʌl
6503,酡,歌,ʌl
6508,袉,歌,ʌl
6509,𩉺,歌,ʌl
6514,㽨,歌,ʌl
6515,瘥,歌,ʌl
6519,嵳,歌,ʌl
6520,蒫,歌,ʌl
6524,䴾,歌,ʌl
6529,𪘓,歌,ʌl
6530,齹,歌,ʌl
6531,䰈,歌,ʌl
6532,莪,歌,ʌl
6534,娥,歌,ʌl
6536,峩,歌,ʌl
6537,鵝,歌,ʌl
6538,俄,歌,ʌl
6540,蛾,歌,ʌl
6542,涐,歌,ʌl
6543,誐,歌,ʌl
6544,硪,歌,ʌl
6545,佗,歌,ʌl
6546,他,歌,ʌl
6547,拕,歌,ʌl
6548,它,歌,ʌl
6549,蛇,歌,ʌl
6552,羅,歌,ʌl
6553,蘿,歌,ʌl
6562,那,歌,ʌl
6566,儺,歌,ʌl
6571,何,歌,ʌl
6572,河,歌,ʌl
6573,荷,歌,ʌl
6574,菏,歌,ʌl
6575,苛,歌,ʌl
6578,訶,歌,ʌl
6582,抲,歌,ʌl
6586,軻,歌,ʌl
6587,阿,歌,ʌl
6588,娿,歌,ʌl
6589,痾,歌,ʌl
6590,妸,歌,ʌl
6603,𩰬,歌,ʌl
6605,緺,歌,ʌl
6612,莎,歌,ʌl
6616,趖,歌,ʌl
6617,蓑,微,ɔl
6623,㛗,歌,ʌl
6626,鄱,歌,ʌl
6627,皤,歌,ʌl
6636,摩,歌,ʌl
6641,䯢,歌,ʌl
6642,磨,歌,ʌl
6648,痤,歌,ʌl
6649,銼,歌,ʌl
6651,睉,歌,ʌl
6653,譌,歌,ʌl
6654,吪,歌,ʌl
6655,鈋,歌,ʌl
6656,囮,歌,ʌl
6658,厄,歌,ʌl
6661,涶,歌,ʌl
6672,蠃,歌,ʌl
6676,𨰠,歌,ʌl
6677,覼,歌,ʌl
6680,捼,微,ɔl
6682,波,歌,ʌl
6683,皤,歌,ʌl
6684,紴,歌,ʌl
6688,頗,歌,ʌl
6689,坡,歌,ʌl
6692,和,歌,ʌl
6695,禾,歌,ʌl
6696,龢,歌,ʌl
6700,盉,歌,ʌl
6701,科,歌,ʌl
6702,窠,歌,ʌl
6709,課,歌,ʌl
6713,髁,歌,ʌl
6715,倭,微,ɔl
6716,濄,歌,ʌl
6720,踒,微,ɔl
6744,麻,歌,ʌl
6745,犘,歌,ʌl
6746,蟆,魚,ʌ
6752,車,魚,ʌ
6754,奢,魚,ʌ
6755,賖,魚,ʌ
6756,畬,魚,ʌ
6757,邪,魚,ʌ
6760,釾,魚,ʌ
6765,䓉,魚,ʌ
6770,遮,魚,ʌ
6774,嗟,歌,ʌl
6776,罝,魚,ʌ
6778,謯,魚,ʌ
6781,袓,魚,ʌ
6782,㜘,魚,ʌ
6783,怚,魚,ʌ
6786,蛇,歌,ʌl
6789,華,魚,ʌ
6797,崋,魚,ʌ
6799,瓜,魚,ʌ
6800,騧,歌,ʌl
6801,緺,歌,ʌl
6802,婐,歌,ʌl
6803,蝸,歌,ʌl
6804,媧,歌,ʌl
6806,華,魚,ʌ
6808,譁,魚,ʌ
6810,誇,魚,ʌ
6812,夸,魚,ʌ
6818,拏,魚,ʌ
6820,挐,魚,ʌ
6823,𧘽,魚,ʌ
6826,笯,魚,ʌ
6827,嘉,歌,ʌl
6828,家,魚,ʌ
6829,加,歌,ʌl
6830,葭,魚,ʌ
6832,麚,魚,ʌ
6834,豭,魚,ʌ
6836,痂,歌,ʌl
6838,枷,歌,ʌl
6842,𨔣,歌,ʌl
6845,茄,歌,ʌl
6848,瘕,魚,ʌ
6854,蝦,魚,ʌ
6855,鍜,魚,ʌ
6857,瑕,魚,ʌ
6858,騢,魚,ʌ
6860,䠍,魚,ʌ
6864,葩,魚,ʌ
6865,鈀,魚,ʌ
6867,蚆,魚,ʌ
6871,鴉,魚,ʌ
6873,錏,魚,ʌ
6879,巴,魚,ʌ
6880,鈀,魚,ʌ
6882,豝,魚,ʌ
6887,叉,歌,ʌl
6888,杈,歌,ʌl
6889,差,歌,ʌl
6897,魦,歌,ʌl
6898,沙,歌,ʌl
6907,牙,魚,ʌ
6908,衙,魚,ʌ
6909,芽,魚,ʌ
6912,枒,魚,ʌ
6913,吾,魚,ʌ
6914,樝,魚,ʌ
6917,㪥,魚,ʌ
6918,䶥,魚,ʌ
6921,溠,歌,ʌl
6927,䠧,魚,ʌ
6929,䣝,魚,ʌ
6931,茶,魚,ʌ
6932,秅,魚,ʌ
6940,䅊,魚,ʌ
6941,衺,魚,ʌ
6942,斜,魚,ʌ
6943,邪,魚,ʌ
6945,闍,魚,ʌ
6950,窊,魚,ʌ
6956,髽,歌,ʌl
6962,杷,魚,ʌ
6966,槎,歌,ʌl
6967,䶥,魚,ʌ
6969,苴,魚,ʌ
6971,哆,歌,ʌl
6973,㗬,歌,ʌl
6976,觰,魚,ʌ
6977,䅊,魚,ʌ
6999,陽,陽,ʌŋ
7000,暘,陽,ʌŋ
7001,楊,陽,ʌŋ
7002,揚,陽,ʌŋ
7003,颺,陽,ʌŋ
7004,昜,陽,ʌŋ
7005,羊,陽,ʌŋ
7009,詳,陽,ʌŋ
7011,洋,陽,ʌŋ
7013,煬,陽,ʌŋ
7018,瘍,陽,ʌŋ
7021,鸉,陽,ʌŋ
7023,禓,陽,ʌŋ
7024,崵,陽,ʌŋ
7026,瑒,陽,ʌŋ
7030,詳,陽,ʌŋ
7032,翔,陽,ʌŋ
7033,庠,陽,ʌŋ
7034,祥,陽,ʌŋ
7037,痒,陽,ʌŋ
7038,良,陽,ʌŋ
7039,梁,陽,ʌŋ
7040,粱,陽,ʌŋ
7042,糧,陽,ʌŋ
7043,涼,陽,ʌŋ
7045,𩗬,陽,ʌŋ
7046,量,陽,ʌŋ
7047,蜋,陽,ʌŋ
7049,椋,陽,ʌŋ
7052,𣄴,陽,ʌŋ
7053,㹁,陽,ʌŋ
7054,䣼,陽,ʌŋ
7055,輬,陽,ʌŋ
7056,香,陽,ʌŋ
7057,皀,陽,ʌŋ
7059,鄉,陽,ʌŋ
7061,商,陽,ʌŋ
7062,𧶜,陽,ʌŋ
7063,傷,陽,ʌŋ
7064,𥏻,陽,ʌŋ
7065,殤,陽,ʌŋ
7066,慯,陽,ʌŋ
7067,觴,陽,ʌŋ
7068,湯,陽,ʌŋ
7069,蔏,陽,ʌŋ
7073,䵮,陽,ʌŋ
7075,饟,陽,ʌŋ
7076,䵼,陽,ʌŋ
7079,蠰,陽,ʌŋ
7080,房,陽,ʌŋ
7081,防,陽,ʌŋ
7083,魴,陽,ʌŋ
7084,方,陽,ʌŋ
7085,肪,陽,ʌŋ
7086,鴋,陽,ʌŋ
7087,章,陽,ʌŋ
7088,漳,陽,ʌŋ
7091,璋,陽,ʌŋ
7092,彰,陽,ʌŋ
7093,墇,陽,ʌŋ
7094,障,陽,ʌŋ
7095,麞,陽,ʌŋ
7097,鄣,陽,ʌŋ
7098,蔁,陽,ʌŋ
7102,昌,陽,ʌŋ
7104,倡,陽,ʌŋ
7106,閶,陽,ʌŋ
7110,羌,陽,ʌŋ
7116,畺,陽,ʌŋ
7120,㹔,陽,ʌŋ
7121,繮,陽,ʌŋ
7125,橿,陽,ʌŋ
7126,姜,陽,ʌŋ
7128,僵,陽,ʌŋ
7129,長,陽,ʌŋ
7130,萇,陽,ʌŋ
7131,腸,陽,ʌŋ
7132,場,陽,ʌŋ
7137,張,陽,ʌŋ
7141,穰,陽,ʌŋ
7142,禳,陽,ʌŋ
7143,攘,陽,ʌŋ
7145,鑲,陽,ʌŋ
7146,𨟚,陽,ʌŋ
7148,瀼,陽,ʌŋ
7152,蘘,陽,ʌŋ
7153,䉴,陽,ʌŋ
7157,孃,陽,ʌŋ
7158,方,陽,ʌŋ
7163,邡,陽,ʌŋ
7164,鴋,陽,ʌŋ
7165,枋,陽,ʌŋ
7166,鈁,陽,ʌŋ
7168,趽,陽,ʌŋ
7170,匚,陽,ʌŋ
7171,襄,陽,ʌŋ
7173,湘,陽,ʌŋ
7174,相,陽,ʌŋ
7176,纕,陽,ʌŋ
7178,驤,陽,ʌŋ
7179,鑲,陽,ʌŋ
7182,箱,陽,ʌŋ
7184,將,陽,ʌŋ
7185,漿,陽,ʌŋ
7187,蔣,陽,ʌŋ
7189,𢪇,陽,ʌŋ
7190,創,陽,ʌŋ
7193,亡,陽,ʌŋ
7194,芒,陽,ʌŋ
7195,莣,陽,ʌŋ
7198,杗,陽,ʌŋ
7199,朚,陽,ʌŋ
7200,邙,陽,ʌŋ
7204,忘,陽,ʌŋ
7206,娘,陽,ʌŋ
7208,鑲,陽,ʌŋ
7209,牀,陽,ʌŋ
7212,莊,陽,ʌŋ
7214,妝,陽,ʌŋ
7215,裝,陽,ʌŋ
7217,常,陽,ʌŋ
7218,尚,陽,ʌŋ
7219,裳,陽,ʌŋ
7221,嘗,陽,ʌŋ
7223,鱨,陽,ʌŋ
7224,償,陽,ʌŋ
7227,霜,陽,ʌŋ
7234,牆,陽,ʌŋ
7238,嬙,陽,ʌŋ
7241,蘠,陽,ʌŋ
7243,𤞛,陽,ʌŋ
7245,瑲,陽,ʌŋ
7247,蹌,陽,ʌŋ
7250,斨,陽,ʌŋ
7251,牄,陽,ʌŋ
7254,𥏻,陽,ʌŋ
7255,搶,陽,ʌŋ
7256,匡,陽,ʌŋ
7257,邼,陽,ʌŋ
7258,筐,陽,ʌŋ
7261,恇,陽,ʌŋ
7264,洭,陽,ʌŋ
7265,軭,陽,ʌŋ
7269,王,陽,ʌŋ
7273,央,陽,ʌŋ
7274,鴦,陽,ʌŋ
7275,殃,陽,ʌŋ
7278,秧,陽,ʌŋ
7281,泱,陽,ʌŋ
7282,強,陽,ʌŋ
7283,彊,陽,ʌŋ
7284,䲔,陽,ʌŋ
7285,勥,陽,ʌŋ
7286,𦳝,陽,ʌŋ
7287,倀,陽,ʌŋ
7289,芳,陽,ʌŋ
7290,妨,陽,ʌŋ
7292,狂,陽,ʌŋ
7293,軖,陽,ʌŋ
7294,軭,陽,ʌŋ
7296,𡉚,陽,ʌŋ
7297,唐,陽,ʌŋ
7303,堂,陽,ʌŋ
7306,棠,陽,ʌŋ
7308,蓎,陽,ʌŋ
7317,碭,陽,ʌŋ
7320,踼,陽,ʌŋ
7321,闛,陽,ʌŋ
7324,溏,陽,ʌŋ
7325,䣘,陽,ʌŋ
7330,鎕,陽,ʌŋ
7337,郎,陽,ʌŋ
7338,蓈,陽,ʌŋ
7339,稂,陽,ʌŋ
7340,桹,陽,ʌŋ
7343,鋃,陽,ʌŋ
7344,硠,陽,ʌŋ
7346,浪,陽,ʌŋ
7350,琅,陽,ʌŋ
7352,㝗,陽,ʌŋ
7353,狼,陽,ʌŋ
7357,莨,陽,ʌŋ
7363,筤,陽,ʌŋ
7365,閬,陽,ʌŋ
7367,當,陽,ʌŋ
7368,鐺,陽,ʌŋ
7377,蟷,陽,ʌŋ
7378,倉,陽,ʌŋ
7379,蒼,陽,ʌŋ
7380,鶬,陽,ʌŋ
7382,滄,陽,ʌŋ
7383,凔,陽,ʌŋ
7384,𠥐,陽,ʌŋ
7385,岡,陽,ʌŋ
7387,剛,陽,ʌŋ
7390,笐,陽,ʌŋ
7392,綱,陽,ʌŋ
7393,亢,陽,ʌŋ
7398,苀,陽,ʌŋ
7399,魧,陽,ʌŋ
7400,迒,陽,ʌŋ
7401,桑,陽,ʌŋ
7404,喪,陽,ʌŋ
7407,康,陽,ʌŋ
7408,穅,陽,ʌŋ
7410,㱂,陽,ʌŋ
7411,㝩,陽,ʌŋ
7416,邟,陽,ʌŋ
7417,漮,陽,ʌŋ
7421,荒,陽,ʌŋ
7435,黃,陽,ʌŋ
7436,皇,陽,ʌŋ
7437,璜,陽,ʌŋ
7438,惶,陽,ʌŋ
7443,餭,陽,ʌŋ
7446,簧,陽,ʌŋ
7447,隍,陽,ʌŋ
7450,湟,陽,ʌŋ
7452,篁,陽,ʌŋ
7454,蝗,陽,ʌŋ
7459,蟥,陽,ʌŋ
7462,䍿,陽,ʌŋ
7463,䅣,陽,ʌŋ
7465,葟,陽,ʌŋ
7467,光,陽,ʌŋ
7469,洸,陽,ʌŋ
7470,桄,陽,ʌŋ
7480,侊,陽,ʌŋ
7481,湯,陽,ʌŋ
7482,簜,陽,ʌŋ
7483,鏜,陽,ʌŋ
7484,闛,陽,ʌŋ
7486,踼,陽,ʌŋ
7487,盪,陽,ʌŋ
7489,鼞,陽,ʌŋ
7491,𦳝,陽,ʌŋ
7492,滂,陽,ʌŋ
7495,雱,陽,ʌŋ
7498,𣂆,陽,ʌŋ
7499,汪,陽,ʌŋ
7501,尪,陽,ʌŋ
7502,洸,陽,ʌŋ
7511,炕,陽,ʌŋ
7514,忼,陽,ʌŋ
7518,行,陽,ʌŋ
7519,迒,陽,ʌŋ
7521,頏,陽,ʌŋ
7523,魧,陽,ʌŋ
7525,邟,陽,ʌŋ
7526,杭,陽,ʌŋ
7527,沆,陽,ʌŋ
7530,苀,陽,ʌŋ
7531,抗,陽,ʌŋ
7539,朚,陽,ʌŋ
7540,邙,陽,ʌŋ
7541,芒,陽,ʌŋ
7543,杗,陽,ʌŋ
7547,臧,陽,ʌŋ
7553,囊,陽,ʌŋ
7554,蠰,陽,ʌŋ
7555,傍,陽,ʌŋ
7557,膀,陽,ʌŋ
7560,趽,陽,ʌŋ
7562,旁,陽,ʌŋ
7563,篣,陽,ʌŋ
7564,𨜷,陽,ʌŋ
7566,䅭,陽,ʌŋ
7567,騯,陽,ʌŋ
7568,卬,陽,ʌŋ
7569,䭹,陽,ʌŋ
7570,枊,陽,ʌŋ
7572,䒢,陽,ʌŋ
7574,䩕,陽,ʌŋ
7575,藏,陽,ʌŋ
7582,庚,陽,ʌŋ
7584,更,陽,ʌŋ
7586,秔,陽,ʌŋ
7590,羹,陽,ʌŋ
7594,阬,陽,ʌŋ
7600,盲,陽,ʌŋ
7601,蝱,陽,ʌŋ
7604,莔,陽,ʌŋ
7608,橫,陽,ʌŋ
7610,蝗,陽,ʌŋ
7611,鐄,陽,ʌŋ
7612,瑝,陽,ʌŋ
7613,喤,陽,ʌŋ
7616,㶇,陽,ʌŋ
7627,騯,陽,ʌŋ
7628,嗙,陽,ʌŋ
7635,觵,陽,ʌŋ
7636,觥,陽,ʌŋ
7637,侊,陽,ʌŋ
7641,彭,陽,ʌŋ
7644,蟚,陽,ʌŋ
7647,榜,陽,ʌŋ
7649,搒,陽,ʌŋ
7653,騯,陽,ʌŋ
7655,𣂆,陽,ʌŋ
7663,樘,陽,ʌŋ
7666,鎗,陽,ʌŋ
7667,鐺,陽,ʌŋ
7668,槍,陽,ʌŋ
7680,英,陽,ʌŋ
7681,瑛,陽,ʌŋ
7686,恲,耕,əŋ
7689,平,耕,əŋ
7691,苹,耕,əŋ
7692,枰,耕,əŋ
7696,蚲,耕,əŋ
7697,驚,耕,əŋ
7698,京,陽,ʌŋ
7699,荊,耕,əŋ
7700,麠,陽,ʌŋ
7701,麖,陽,ʌŋ
7704,明,陽,ʌŋ
7705,盟,陽,ʌŋ
7708,鳴,耕,əŋ
7709,棖,陽,ʌŋ
7711,澄,蒸,ɔɪŋ
7713,䟫,陽,ʌŋ
7718,榮,耕,əŋ
7719,禜,耕,əŋ
7721,瑩,耕,əŋ
7723,嶸,耕,əŋ
7724,兵,陽,ʌŋ
7726,卿,陽,ʌŋ
7727,生,耕,əŋ
7728,笙,耕,əŋ
7729,牲,耕,əŋ
7730,猩,耕,əŋ
7733,甥,耕,əŋ
7738,勍,陽,ʌŋ
7739,黥,陽,ʌŋ
7743,鯨,陽,ʌŋ
7744,檠,耕,əŋ
7748,迎,陽,ʌŋ
7749,行,陽,ʌŋ
7750,衡,陽,ʌŋ
7752,胻,陽,ʌŋ
7753,洐,陽,ʌŋ
7755,珩,陽,ʌŋ
7761,𤕦,陽,ʌŋ
7764,𧃱,陽,ʌŋ
7765,耕,耕,əŋ
7768,䡰,耕,əŋ
7773,硻,耕,əŋ
7776,䡩,耕,əŋ
7777,硜,耕,əŋ
7781,臤,耕,əŋ
7782,甍,蒸,ɔɪŋ
7785,萌,陽,ʌŋ
7786,氓,陽,ʌŋ
7787,甿,陽,ʌŋ
7788,嫇,耕,əŋ
7795,宏,蒸,ɔɪŋ
7796,紘,蒸,ɔɪŋ
7798,閎,蒸,ɔɪŋ
7799,嶸,耕,əŋ
7801,𧮯,蒸,ɔɪŋ
7805,竑,蒸,ɔɪŋ
7806,宖,蒸,ɔɪŋ
7811,莖,耕,əŋ
7813,牼,耕,əŋ
7814,朾,耕,əŋ
7815,丁,耕,əŋ
7816,玎,耕,əŋ
7821,憕,蒸,ɔɪŋ
7823,罌,耕,əŋ
7824,罃,耕,əŋ
7825,鶯,耕,əŋ
7826,嚶,耕,əŋ
7828,嫈,耕,əŋ
7829,鸚,耕,əŋ
7830,譻,耕,əŋ
7832,褮,耕,əŋ
7836,𦱊,耕,əŋ
7838,埩,耕,əŋ
7840,崝,耕,əŋ
7841,琤,耕,əŋ
7842,錚,耕,əŋ
7856,𤘾,耕,əŋ
7858,弸,蒸,ɔɪŋ
7862,抨,耕,əŋ
7864,轟,耕,əŋ
7868,訇,耕,əŋ
7874,繃,蒸,ɔɪŋ
7875,絣,耕,əŋ
7879,橙,蒸,ɔɪŋ
7891,泓,蒸,ɔɪŋ
7892,謍,耕,əŋ
7893,宖,蒸,ɔɪŋ
7896,棚,蒸,ɔɪŋ
7897,弸,蒸,ɔɪŋ
7902,爭,耕,əŋ
7903,箏,耕,əŋ
7904,埩,耕,əŋ
7905,綪,耕,əŋ
7906,䋫,耕,əŋ
7909,清,耕,əŋ
7911,情,耕,əŋ
7913,請,耕,əŋ
7914,夝,耕,əŋ
7916,精,耕,əŋ
7918,菁,耕,əŋ
7919,鶄,耕,əŋ
7920,蜻,耕,əŋ
7921,晶,耕,əŋ
