字號,字,韻部,韻母
15588,欷,微,ɔl
15589,唏,微,ɔl
15590,塈,微,ɔl
15591,愾,微,ɔl
15592,氣,微,ɔl
15593,餼,微,ɔl
15595,鎎,微,ɔl
15596,𢟪,微,ɔl
15600,摡,微,ɔl
15605,忥,微,ɔl
15607,幾,微,ɔl
15608,衣,微,ɔl
15609,御,魚,ʌ
15610,馭,魚,ʌ
15611,語,魚,ʌ
15612,慮,魚,ʌ
15613,勴,魚,ʌ
15616,鑢,魚,ʌ
15621,據,魚,ʌ
15622,鋸,魚,ʌ
15623,倨,魚,ʌ
15624,踞,魚,ʌ
15625,椐,魚,ʌ
15630,豦,魚,ʌ
15631,覰,魚,ʌ
15634,坥,魚,ʌ
15639,去,魚,ʌ
15640,麮,魚,ʌ
15643,胠,魚,ʌ
15647,署,魚,ʌ
15648,藷,魚,ʌ
15651,恕,魚,ʌ
15652,庶,魚,ʌ
15656,箸,魚,ʌ
15658,翥,魚,ʌ
15666,疏,魚,ʌ
15669,飫,侯,ɒ
15671,瘀,魚,ʌ
15672,鄔,魚,ʌ
15673,醧,侯,ɒ
15675,淤,魚,ʌ
15676,菸,魚,ʌ
15679,箸,魚,ʌ
15683,遽,魚,ʌ
15684,勮,魚,ʌ
15686,醵,魚,ʌ
15689,絮,魚,ʌ
15690,助,魚,ʌ
15691,耡,魚,ʌ
15693,怚,魚,ʌ
15694,沮,魚,ʌ
15695,詛,魚,ʌ
15696,阻,魚,ʌ
15698,茹,魚,ʌ
15699,如,魚,ʌ
15700,豫,魚,ʌ
15702,譽,魚,ʌ
15703,礜,魚,ʌ
15704,𩦡,魚,ʌ
15706,鸒,魚,ʌ
15707,悆,魚,ʌ
15708,𪋮,魚,ʌ
15713,𡱣,魚,ʌ
15715,歟,魚,ʌ
15717,與,魚,ʌ
15721,女,魚,ʌ
15722,絮,魚,ʌ
15725,處,魚,ʌ
15727,絮,魚,ʌ
15731,遇,侯,ɒ
15732,寓,侯,ɒ
15736,禺,侯,ɒ
15738,嫗,侯,ɒ
15739,蓲,侯,ɒ
15741,樹,侯,ɒ
15742,𦒸,侯,ɒ
15743,澍,侯,ɒ
15744,尌,侯,ɒ
15746,贖,侯,ɒ
15748,牏,侯,ɒ
15749,逗,侯,ɒ
15751,附,侯,ɒ
15752,坿,侯,ɒ
15753,祔,侯,ɒ
15755,駙,侯,ɒ
15756,鮒,侯,ɒ
15761,注,侯,ɒ
15763,罜,侯,ɒ
15764,㹥,侯,ɒ
15765,鑄,幽,ɔ
15766,馵,侯,ɒ
15769,澍,侯,ɒ
15777,屨,侯,ɒ
15778,句,侯,ɒ
15779,蒟,侯,ɒ
15780,絇,侯,ɒ
15781,瞿,魚,ʌ
15782,𥉁,魚,ʌ
15785,邭,侯,ɒ
15786,䀠,魚,ʌ
15787,昫,侯,ɒ
15788,煦,侯,ɒ
15789,酗,侯,ɒ
15791,姁,侯,ɒ
15793,戍,侯,ɒ
15795,輸,侯,ɒ
15798,隃,侯,ɒ
15801,裕,侯,ɒ
15803,覦,侯,ɒ
15804,諭,侯,ɒ
15808,孺,侯,ɒ
15810,擩,侯,ɒ
15812,赴,侯,ɒ
15816,豧,魚,ʌ
15820,仆,侯,ɒ
15821,䟔,侯,ɒ
15823,務,侯,ɒ
15824,婺,侯,ɒ
15826,霚,侯,ɒ
15827,騖,侯,ɒ
15830,蝥,侯,ɒ
15833,㡔,侯,ɒ
15834,嵍,侯,ɒ
15835,敄,侯,ɒ
15836,鶩,侯,ɒ
15838,足,侯,ɒ
15839,懼,魚,ʌ
15840,具,侯,ɒ
15842,臞,魚,ʌ
15843,芋,魚,ʌ
15848,埾,侯,ɒ
15849,聚,侯,ɒ
15851,數,侯,ɒ
15853,付,侯,ɒ
15854,賦,魚,ʌ
15855,傅,魚,ʌ
15856,𩬙,侯,ɒ
15857,陚,魚,ʌ
15858,搏,魚,ʌ
15859,娶,侯,ɒ
15860,趣,侯,ɒ
15863,駐,侯,ɒ
15867,壴,侯,ɒ
15868,咮,侯,ɒ
15870,驅,侯,ɒ
15872,菆,侯,ɒ
15880,暮,魚,ʌ
15881,慕,魚,ʌ
15882,募,魚,ʌ
15883,墓,魚,ʌ
15884,慔,魚,ʌ
15886,渡,魚,ʌ
15889,度,魚,ʌ
15891,路,魚,ʌ
15892,露,魚,ʌ
15893,潞,魚,ʌ
15894,輅,魚,ʌ
15895,鷺,魚,ʌ
15896,璐,魚,ʌ
15897,賂,魚,ʌ
15898,簬,魚,ʌ
15905,妬,魚,ʌ
15911,㓃,魚,ʌ
15912,蠹,魚,ʌ
15914,殬,魚,ʌ
15917,兔,魚,ʌ
15918,吐,魚,ʌ
15920,顧,魚,ʌ
15924,故,魚,ʌ
15925,酤,魚,ʌ
15926,沽,魚,ʌ
15928,固,魚,ʌ
15929,錮,魚,ʌ
15930,㽽,魚,ʌ
15933,棝,魚,ʌ
15935,誤,魚,ʌ
15937,寤,魚,ʌ
15939,啎,魚,ʌ
15942,晤,魚,ʌ
15943,悟,魚,ʌ
15947,娛,魚,ʌ
15949,護,魚,ʌ
15950,瓠,魚,ʌ
15952,婟,魚,ʌ
15954,互,魚,ʌ
15955,濩,魚,ʌ
15958,枑,魚,ʌ
15960,韄,魚,ʌ
15962,鱯,魚,ʌ
15963,擭,魚,ʌ
15964,𦊂,魚,ʌ
15966,訴,魚,ʌ
15967,愬,魚,ʌ
15969,泝,魚,ʌ
15970,遡,魚,ʌ
15971,素,魚,ʌ
15973,嗉,魚,ʌ
15982,胙,魚,ʌ
15983,阼,魚,ʌ
15985,飵,魚,ʌ
15986,𧇿,魚,ʌ
15987,秨,魚,ʌ
15988,笯,魚,ʌ
15989,怒,魚,ʌ
15990,布,魚,ʌ
15991,圃,魚,ʌ
15996,汙,魚,ʌ
15997,惡,魚,ʌ
15999,䜑,魚,ʌ
16000,怖,魚,ʌ
16001,悑,魚,ʌ
16002,鋪,魚,ʌ
16003,誧,魚,ʌ
16005,厝,魚,ʌ
16006,措,魚,ʌ
16007,醋,魚,ʌ
16008,錯,魚,ʌ
16009,㳻,魚,ʌ
16012,庫,魚,ʌ
16013,胯,魚,ʌ
16014,䔯,魚,ʌ
16016,跨,魚,ʌ
16017,捕,魚,ʌ
16018,哺,魚,ʌ
16019,步,魚,ʌ
16021,餔,魚,ʌ
16028,荹,魚,ʌ
16030,謼,魚,ʌ
16032,作,魚,ʌ
16033,霽,脂,əl
16035,躋,脂,əl
16036,濟,脂,əl
16041,帝,佳,ə
16042,諦,佳,ə
16043,嚏,脂,əl
16046,蔕,祭,ʌt
16047,螮,祭,ʌt
16048,蝃,祭,ʌt
16049,摕,祭,ʌt
16052,疐,脂,əl
16060,趆,脂,əl
16065,嚌,脂,əl
16066,劑,脂,əl
16067,穧,脂,əl
16070,齊,脂,əl
16075,替,脂,əl
16079,鬀,脂,əl
16081,戻,祭,ʌt
16084,涕,脂,əl
16085,洟,脂,əl
16088,达,祭,ʌt
16089,薙,脂,əl
16095,第,脂,əl
16096,弟,脂,əl
16097,遰,祭,ʌt
16098,髢,佳,ə
16099,鬀,脂,əl
16100,締,佳,ə
16101,睇,脂,əl
16103,娣,脂,əl
16104,禘,佳,ə
16106,釱,祭,ʌt
16108,棣,微,ɔl
16109,杕,祭,ʌt
16110,踶,佳,ə
16111,題,佳,ə
16112,遞,佳,ə
16113,𧡨,佳,ə
16114,㣇,脂,əl
16116,摕,祭,ʌt
16118,慸,祭,ʌt
16121,墆,祭,ʌt
16123,逮,微,ɔl
16132,細,脂,əl
16136,壻,佳,ə
16137,𣳦,脂,əl
16138,詣,脂,əl
16139,𢏗,脂,əl
16141,𦐧,脂,əl
16142,睨,佳,ə
16144,盻,佳,ə
16145,𧡎,佳,ə
16146,甈,祭,ʌt
16148,霓,佳,ə
16149,計,脂,əl
16150,係,佳,ə
16151,繼,佳,ə
16152,繫,佳,ə
16153,薊,祭,ʌt
16155,𨜒,祭,ʌt
16156,檕,佳,ə
16157,檵,佳,ə
16158,蘻,佳,ə
16164,系,佳,ə
16168,繫,佳,ə
16169,瘛,祭,ʌt
16172,盻,佳,ə
16175,契,祭,ʌt
16176,栔,祭,ʌt
16177,罊,佳,ə
16179,蟿,佳,ə
16181,𢢞,佳,ə
16182,𡢖,佳,ə
16183,䫔,祭,ʌt
16184,䁈,佳,ə
16185,翳,佳,ə
16186,曀,脂,əl
16188,瘱,葉,ʌp
16189,㝣,祭,ʌt
16190,㙠,佳,ə
16191,殪,脂,əl
16193,医,佳,ə
16196,縊,佳,ə
16197,豷,脂,əl
16200,𧬇,脂,əl
16201,殹,佳,ə
16204,閉,脂,əl
16206,嬖,佳,ə
16209,慧,祭,ʌt
16211,潓,脂,əl
16212,惠,脂,əl
16215,橞,脂,əl
16216,繐,脂,əl
16222,桂,佳,ə
16231,嘒,祭,ʌt
16234,媲,脂,əl
16241,薜,佳,ə
16244,𨢡,脂,əl
16246,麗,佳,ə
16247,戾,脂,əl
16249,隸,祭,ʌt
16253,綟,脂,əl
16257,蜧,脂,əl
16258,䓞,脂,əl
16259,沴,脂,əl
16260,荔,葉,ʌp
16268,丽,佳,ə
16271,珕,葉,ʌp
16273,㿛,佳,ə
16274,䚕,佳,ə
16275,䕻,佳,ə
16280,泥,脂,əl
16288,祭,祭,ʌt
16289,際,祭,ʌt
16290,穄,祭,ʌt
16295,歲,祭,ʌt
16297,𦄑,祭,ʌt
16298,繐,脂,əl
16300,衞,祭,ʌt
16301,軎,祭,ʌt
16302,轊,祭,ʌt
16305,𧲝,祭,ʌt
16307,槥,祭,ʌt
16308,彗,祭,ʌt
16309,㦣,祭,ʌt
16311,𤜂,祭,ʌt
16312,熭,祭,ʌt
16313,芮,葉,ʌp
16314,汭,葉,ʌp
16316,蜹,葉,ʌp
16317,笍,葉,ʌp
16319,贅,祭,ʌt
16320,𠭥,祭,ʌt
16323,毳,祭,ʌt
16326,膬,祭,ʌt
16327,脆,祭,ʌt
16329,竁,祭,ʌt
16331,𧑎,祭,ʌt
16335,銳,祭,ʌt
16337,叡,祭,ʌt
16340,蜹,葉,ʌp
16341,綴,祭,ʌt
16343,畷,祭,ʌt
16346,啜,祭,ʌt
16347,餟,祭,ʌt
16348,腏,祭,ʌt
16351,輟,祭,ʌt
16352,稅,祭,ʌt
16353,說,祭,ʌt
16354,裞,祭,ʌt
16355,蛻,祭,ʌt
16356,帨,祭,ʌt
16358,涗,祭,ʌt
16359,䬽,祭,ʌt
16361,𡚁,祭,ʌt
16363,幣,祭,ʌt
16364,㡀,祭,ʌt
16365,敝,祭,ʌt
16372,鏏,祭,ʌt
16373,彗,祭,ʌt
16375,槥,祭,ʌt
16379,蔽,祭,ʌt
16380,鄨,祭,ʌt
16381,鷩,祭,ʌt
16382,彆,祭,ʌt
16383,劌,祭,ʌt
16384,鱖,祭,ʌt
16387,蹶,祭,ʌt
16389,袂,祭,ʌt
16390,㡜,祭,ʌt
16394,瘛,祭,ʌt
16397,𤸪,祭,ʌt
16401,制,祭,ʌt
16405,製,祭,ʌt
16407,晢,祭,ʌt
16413,狾,祭,ʌt
16418,迣,祭,ʌt
16419,逝,祭,ʌt
16420,忕,祭,ʌt
16421,觢,祭,ʌt
16422,噬,祭,ʌt
16423,誓,祭,ʌt
16425,筮,祭,ʌt
16427,澨,祭,ʌt
16428,銴,祭,ʌt
16429,遾,祭,ʌt
16432,曳,祭,ʌt
16433,裔,祭,ʌt
16435,勩,祭,ʌt
16436,泄,祭,ʌt
16437,洩,祭,ʌt
16441,詍,祭,ʌt
16442,𢘽,祭,ʌt
16445,跇,祭,ʌt
16452,抴,祭,ʌt
16459,呭,祭,ʌt
16462,瘞,葉,ʌp
16463,餲,祭,ʌt
16465,䔽,祭,ʌt
16466,藝,祭,ʌt
16467,埶,祭,ʌt
16468,蓺,祭,ʌt
16474,滯,祭,ʌt
16476,蹛,祭,ʌt
16481,例,祭,ʌt
16482,厲,祭,ʌt
16484,勵,祭,ʌt
16486,癘,祭,ʌt
16489,濿,祭,ʌt
16490,砅,祭,ʌt
16492,蠇,祭,ʌt
16498,𧸱,祭,ʌt
16499,糲,祭,ʌt
16501,犡,祭,ʌt
16502,栵,祭,ʌt
16508,䔾,祭,ʌt
16510,揭,祭,ʌt
16512,世,祭,ʌt
16513,勢,祭,ʌt
16514,貰,祭,ʌt
16516,𦇧,祭,ʌt
16517,罽,祭,ʌt
16519,瀱,祭,ʌt
16521,彐,祭,ʌt
16526,跇,祭,ʌt
16527,𧼪,祭,ʌt
16528,傺,祭,ʌt
16530,慸,祭,ʌt
16539,㓷,祭,ʌt
16540,蕝,祭,ʌt
16541,𧑎,祭,ʌt
16543,潎,祭,ʌt
16544,㡀,祭,ʌt
16548,泰,祭,ʌt
16549,忕,祭,ʌt
16551,汰,祭,ʌt
16552,蓋,葉,ʌp
16553,匃,祭,ʌt
16555,艾,祭,ʌt
16557,鴱,祭,ʌt
16558,藹,祭,ʌt
16563,䔽,祭,ʌt
16568,柰,祭,ʌt
16573,大,祭,ʌt
16574,汏,祭,ʌt
16576,釱,祭,ʌt
16579,忕,祭,ʌt
16581,害,祭,ʌt
16583,妎,祭,ʌt
16585,帶,祭,ʌt
16588,蹛,祭,ʌt
16592,貝,祭,ʌt
16593,沛,祭,ʌt
16594,𨙶,祭,ʌt
16597,䟺,祭,ʌt
16599,㸬,祭,ʌt
16601,䰽,祭,ʌt
16602,茷,祭,ʌt
16607,浿,祭,ʌt
16608,沛,祭,ʌt
16609,𥄔,祭,ʌt
16611,會,祭,ʌt
16612,䢈,祭,ʌt
16615,繪,祭,ʌt
16616,兌,祭,ʌt
16619,銳,祭,ʌt
16621,儈,祭,ʌt
16622,膾,祭,ʌt
16624,襘,祭,ʌt
16625,禬,祭,ʌt
16626,檜,祭,ʌt
16627,旝,祭,ʌt
16628,巜,祭,ʌt
16629,澮,祭,ʌt
16630,鄶,祭,ʌt
16631,廥,祭,ʌt
16632,䯤,祭,ʌt
16634,劊,祭,ʌt
16635,會,祭,ʌt
16638,獪,祭,ʌt
16639,最,祭,ʌt
16641,𧑎,祭,ʌt
16642,𧬨,祭,ʌt
16643,噦,祭,ʌt
16644,翽,祭,ʌt
16647,濊,祭,ʌt
16648,𥢶,祭,ʌt
16649,酹,祭,ʌt
16650,頪,祭,ʌt
16654,外,祭,ʌt
16657,濊,祭,ʌt
16658,薈,祭,ʌt
16659,嬒,祭,ʌt
16662,䵳,祭,ʌt
16670,𥨒,祭,ʌt
16671,旆,祭,ʌt
16676,轄,祭,ʌt
16677,愒,祭,ʌt
16679,𥎆,祭,ʌt
16683,蔡,祭,ʌt
16686,賴,祭,ʌt
16687,籟,祭,ʌt
16689,瀨,祭,ʌt
16692,藾,祭,ʌt
16695,䲚,祭,ʌt
16700,餀,祭,ʌt
16706,娧,祭,ʌt
16707,蛻,祭,ʌt
16708,駾,祭,ʌt
16710,裞,祭,ʌt
16712,沫,祭,ʌt
16715,卦,佳,ə
16722,解,佳,ə
16725,薢,佳,ə
16727,隘,佳,ə
16730,㿄,佳,ə
16734,解,佳,ə
16735,賣,佳,ə
16755,粺,佳,ə
16756,稗,佳,ə
16757,𪐄,佳,ə
16761,派,佳,ə
16762,𠂢,佳,ə
16763,𥿯,佳,ə
16765,㵺,佳,ə
16769,𡢖,佳,ə
16771,曬,佳,ə
16780,怪,之,ɔɪ
16783,𦳋,微,ɔl
16784,𣀩,微,ɔl
16785,壞,緝,ɔp
16790,瘵,祭,ʌt
16791,祭,祭,ʌt
16792,𨝋,祭,ʌt
16793,誡,之,ɔɪ
16794,戒,之,ɔɪ
16795,界,祭,ʌt
16796,介,0,0
16796,介,月,ʌt
16797,届,脂,əl
16798,疥,祭,ʌt
16799,玠,祭,ʌt
16804,尬,祭,ʌt
16805,价,祭,ʌt
16806,䯰,祭,ʌt
16807,悈,之,ɔɪ
16808,䲸,祭,ʌt
16811,芥,祭,ʌt
16812,衸,祭,ʌt
16813,丯,祭,ʌt
16815,𩡺,祭,ʌt
16818,欸,之,ɔɪ
16820,齂,微,ɔl
16822,䜕,祭,ʌt
16823,㞒,脂,əl
16825,𢗊,祭,ʌt
16826,械,之,ɔɪ
16827,䪥,祭,ʌt
16829,齘,祭,ʌt
16830,䦏,祭,ʌt
16835,衸,祭,ʌt
16842,喟,微,ɔl
16844,㕟,微,ɔl
16851,拜,祭,ʌt
16855,壞,緝,ɔp
16859,聵,微,ɔl
16861,𩔀,微,ɔl
16862,𢞎,之,ɔɪ
16874,躗,祭,ʌt
16878,鎩,祭,ʌt
16880,殺,祭,ʌt
16887,夬,祭,ʌt
16888,獪,祭,ʌt
16890,快,祭,ʌt
16891,噲,祭,ʌt
16892,𥢶,祭,ʌt
16895,邁,祭,ʌt
16896,勱,祭,ʌt
16897,䜕,祭,ʌt
16899,話,祭,ʌt
16900,敗,祭,ʌt
16902,䢙,祭,ʌt
16904,䵳,祭,ʌt
16907,嘬,祭,ʌt
16911,犗,祭,ʌt
16913,蠆,祭,ʌt
16915,喝,祭,ʌt
16916,餲,祭,ʌt
16922,䜕,祭,ʌt
16925,敗,祭,ʌt
16929,㕢,祭,ʌt
16930,隊,微,ɔl
16936,鐓,微,ɔl
16937,錞,微,ɔl
16938,䃍,微,ɔl
16940,𩐌,微,ɔl
16942,佩,之,ɔɪ
16944,孛,微,ɔl
16946,邶,之,ɔɪ
16948,誖,微,ɔl
16950,背,之,ɔɪ
16954,妹,微,ɔl
16955,昧,微,ɔl
16956,眛,微,ɔl
16957,每,之,ɔɪ
16959,瑁,之,ɔɪ
16960,黴,微,ɔl
16962,䍙,之,ɔɪ
16963,脢,之,ɔɪ
16965,配,微,ɔl
16967,妃,微,ɔl
16968,嶏,微,ɔl
16969,誨,之,ɔɪ
16970,悔,之,ɔɪ
16971,晦,之,ɔɪ
16972,𠧩,之,ɔɪ
16980,對,緝,ɔp
16982,碓,微,ɔl
16984,轛,微,ɔl
16985,𠏮,微,ɔl
16987,淬,微,ɔl
16988,焠,微,ɔl
16990,啐,微,ɔl
16993,𪓌,微,ɔl
17001,退,微,ɔl
17004,㥆,微,ɔl
17006,憒,微,ɔl
17012,簂,之,ɔɪ
17016,潰,微,ɔl
17018,繢,微,ɔl
17020,殨,微,ɔl
17021,闠,微,ɔl
17024,詯,微,ɔl
17026,僓,微,ɔl
17027,䜋,微,ɔl
17029,塊,微,ɔl
17030,凷,微,ɔl
17032,碎,微,ɔl
17033,𤭢,微,ɔl
17034,誶,微,ɔl
17035,啐,微,ɔl
17036,繀,微,ɔl
17037,內,緝,ɔp
17038,纇,微,ɔl
17039,耒,微,ɔl
17040,儽,微,ɔl
17044,㔣,微,ɔl
17045,䒹,微,ɔl
17049,䣂,微,ɔl
17052,背,之,ɔɪ
17053,輩,微,ɔl
17057,代,之,ɔɪ
17058,岱,之,ɔɪ
17060,黱,之,ɔɪ
17061,逮,微,ɔl
17070,隶,微,ɔl
17071,載,之,ɔɪ
17072,再,之,ɔɪ
17074,𨚵,之,ɔɪ
17075,𩛥,之,ɔɪ
17081,塞,之,ɔɪ
17083,貸,之,ɔɪ
17085,態,之,ɔɪ
17087,溉,微,ɔl
17088,㮣,微,ɔl
17089,摡,微,ɔl
17093,慨,微,ɔl
17094,愾,微,ɔl
17095,欬,之,ɔɪ
17096,鎧,微,ɔl
17097,闓,微,ɔl
17098,嘅,微,ɔl
17099,礙,之,ɔɪ
17103,儗,之,ɔɪ
17104,懝,之,ɔɪ
17106,愛,微,ɔl
17107,㤅,微,ɔl
17108,𢟪,微,ɔl
17110,僾,微,ɔl
17111,𥴨,微,ɔl
17116,㤥,之,ɔɪ
17117,劾,之,ɔɪ
17118,耐,之,ɔɪ
17120,鼐,之,ɔɪ
17123,𣉘,之,ɔɪ
17125,戴,之,ɔɪ
17126,賚,之,ɔɪ
17127,萊,之,ɔɪ
17128,睞,之,ɔɪ
17130,勑,之,ɔɪ
17133,䚅,之,ɔɪ
17135,菜,之,ɔɪ
17140,載,之,ɔɪ
17141,裁,之,ɔɪ
17143,在,之,ɔɪ
17144,酨,之,ɔɪ
17145,栽,之,ɔɪ
17147,儗,之,ɔɪ
17148,廢,祭,ʌt
17149,癈,祭,ʌt
17151,橃,祭,ʌt
17152,祓,祭,ʌt
17155,䚨,祭,ʌt
17157,肺,祭,ʌt
17158,杮,祭,ʌt
17159,㤄,祭,ʌt
17162,薉,祭,ʌt
17163,濊,祭,ʌt
17165,饖,祭,ʌt
17167,吠,祭,ʌt
17171,喙,祭,ʌt
17176,顪,祭,ʌt
17178,刈,祭,ʌt
17181,㣻,祭,ʌt
17183,艾,祭,ʌt
17184,䖊,祭,ʌt
17185,䢃,祭,ʌt
17186,震,文,ɔn
17187,振,文,ɔn
17188,賑,文,ɔn
17189,娠,文,ɔn
17191,挋,真,ən
17192,袗,真,ən
17194,䟴,文,ɔn
17197,信,真,ən
17198,訊,真,ən
17200,迅,真,ən
17201,囟,真,ən
17203,卂,真,ən
17204,汛,真,ən
17208,刃,文,ɔn
17212,仞,文,ɔn
17213,軔,文,ɔn
17215,杒,文,ɔn
17216,訒,文,ɔn
17217,𢂻,文,ɔn
17219,胤,真,ən
17221,靷,真,ən
17222,引,真,ən
17223,朄,真,ən
17224,濥,真,ən
17225,䏖,真,ən
17228,鈏,真,ən
17230,蚓,真,ən
17231,遴,真,ən
17232,吝,文,ɔn
17235,閵,真,ən
17237,粦,真,ən
17239,藺,真,ən
17248,瞵,真,ən
17253,𧖔,真,ən
17254,𨴙,真,ən
17255,疄,真,ən
17259,儐,真,ən
17260,擯,真,ən
17261,殯,真,ən
17262,鬢,真,ən
17265,䚔,真,ən
17266,敶,真,ən
17267,陳,真,ən
17268,陣,真,ən
17269,診,真,ən
17270,𨳏,真,ən
17271,慎,真,ən
17273,蜃,文,ɔn
17277,菣,真,ən
17278,𧼒,真,ən
17279,臤,真,ən
17280,賮,真,ən
17282,㶳,真,ən
17283,藎,真,ən
17285,璶,真,ən
17286,憖,文,ɔn
17287,猌,文,ɔn
17288,垽,文,ɔn
17289,晉,真,ən
17292,縉,真,ən
17294,進,真,ən
17297,璡,真,ən
17302,鎮,真,ən
17303,瑱,真,ən
17304,填,真,ən
17305,僅,文,ɔn
17306,覲,文,ɔn
17307,殣,文,ɔn
17308,瑾,文,ɔn
17309,饉,文,ɔn
17311,廑,文,ɔn
17312,瘽,文,ɔn
17313,墐,文,ɔn
17316,櫬,真,ən
17317,瀙,真,ən
17322,齔,真,ən
17323,印,真,ən
17325,𣱐,真,ən
17327,疢,文,ɔn
17328,趁,真,ən
17330,𩰝,真,ən
17331,䚔,真,ən
17336,螼,文,ɔn
17339,賮,真,ən
17342,諄,文,ɔn
17343,𥇜,文,ɔn
17348,濬,真,ən
17349,浚,文,ɔn
17350,陖,文,ɔn
17353,鵕,文,ɔn
17361,徇,真,ən
17363,𢓈,真,ən
17365,俊,文,ɔn
17368,畯,文,ɔn
17369,駿,文,ɔn
17373,焌,文,ɔn
17376,舜,文,ɔn
17378,蕣,文,ɔn
17383,鬊,文,ɔn
17384,閏,真,ən
17385,潤,真,ən
17387,順,文,ɔn
17389,問,文,ɔn
17392,汶,文,ɔn
17393,紊,文,ɔn
17394,聞,文,ɔn
17400,運,文,ɔn
17401,暈,文,ɔn
17403,䩵,文,ɔn
17405,鄆,文,ɔn
17409,鶤,文,ɔn
17414,𤸫,文,ɔn
17415,緷,文,ɔn
17422,忿,文,ɔn
17423,魵,文,ɔn
17424,瀵,文,ɔn
17425,糞,文,ɔn
17427,𡊅,文,ɔn
17429,僨,文,ɔn
17430,奮,文,ɔn
17431,瀵,文,ɔn
17433,醞,文,ɔn
17434,慍,文,ɔn
17435,縕,文,ɔn
17436,薀,文,ɔn
17437,攈,文,ɔn
17442,郡,文,ɔn
17443,分,文,ɔn
17445,𢅯,文,ɔn
17447,坋,文,ɔn
17454,靳,文,ɔn
17455,斤,文,ɔn
17457,㨷,文,ɔn
17459,近,文,ɔn
17462,隱,文,ɔn
17464,𤔌,文,ɔn
17466,㶏,文,ɔn
17468,垽,文,ɔn
17469,願,元,ʌn
17470,𩕾,元,ʌn
17471,傆,元,ʌn
17472,愿,元,ʌn
17473,怨,元,ʌn
17474,䛄,元,ʌn
17475,販,元,ʌn
17477,券,元,ʌn
17478,絭,元,ʌn
17479,勸,元,ʌn
17484,萬,元,ʌn
17486,蔓,元,ʌn
17487,曼,元,ʌn
17489,鰻,元,ʌn
17490,𨞼,元,ʌn
17496,贎,元,ʌn
17497,䡬,元,ʌn
17500,鬗,元,ʌn
17501,飯,元,ʌn
17503,閞,元,ʌn
17505,㶗,元,ʌn
17509,𨠒,元,ʌn
17511,𣀔,元,ʌn
17515,㪻,元,ʌn
17516,汳,元,ʌn
17517,建,元,ʌn
17520,鄢,元,ʌn
17521,郾,元,ʌn
17523,傿,元,ʌn
17524,褗,元,ʌn
17526,漹,元,ʌn
17527,嫣,元,ʌn
17528,𡙷,元,ʌn
17529,獻,元,ʌn
17530,憲,元,ʌn
17531,𧾨,元,ʌn
17533,楥,元,ʌn
17537,健,元,ʌn
17538,腱,元,ʌn
17541,瑗,元,ʌn
17543,鬳,元,ʌn
17544,圈,元,ʌn
17545,㪻,元,ʌn
17546,絭,元,ʌn
17547,慁,文,ɔn
17548,溷,文,ɔn
17549,俒,文,ɔn
17550,圂,文,ɔn
17551,頓,文,ɔn
17553,敦,文,ɔn
17554,巽,文,ɔn
17555,𩕧,文,ɔn
17558,遜,文,ɔn
17559,愻,文,ɔn
17560,困,文,ɔn
17563,𩒱,文,ɔn
17568,搵,文,ɔn
17570,悶,文,ɔn
17571,懣,文,ɔn
17572,鐏,文,ɔn
17576,鱒,文,ɔn
17577,睔,文,ɔn
17578,睴,文,ɔn
17584,噴,文,ɔn
17585,歕,文,ɔn
17587,鈍,文,ɔn
17588,遁,文,ɔn
17589,遯,文,ɔn
17592,寸,文,ɔn
17598,論,文,ɔn
17601,奔,文,ɔn
17602,惛,文,ɔn
17613,翰,元,ʌn
17615,扞,元,ʌn
17616,鼾,元,ʌn
17619,豻,元,ʌn
17620,釬,元,ʌn
17621,汗,元,ʌn
17622,悍,元,ʌn
17624,閈,元,ʌn
17626,駻,元,ʌn
17628,䮧,元,ʌn
17632,忓,元,ʌn
17635,㲦,元,ʌn
17636,㪋,元,ʌn
17639,炭,元,ʌn
17640,歎,元,ʌn
17641,嘆,元,ʌn
17645,按,元,ʌn
17646,案,元,ʌn
17647,洝,元,ʌn
17648,晏,元,ʌn
17649,荌,元,ʌn
17651,䅁,元,ʌn
17652,旦,元,ʌn
17653,疸,元,ʌn
17654,鴠,元,ʌn
17655,觛,元,ʌn
17657,𢘇,元,ʌn
17658,笪,元,ʌn
17660,憚,元,ʌn
17661,彈,元,ʌn
17663,僤,元,ʌn
17664,但,元,ʌn
17665,撣,元,ʌn
17666,旰,元,ʌn
17667,榦,元,ʌn
17668,倝,元,ʌn
17671,𧹳,元,ʌn
17672,盰,元,ʌn
17673,骭,元,ʌn
17678,衦,元,ʌn
17679,岸,元,ʌn
17681,豻,元,ʌn
17683,䮗,元,ʌn
17688,侃,元,ʌn
17690,靬,元,ʌn
17691,看,元,ʌn
17692,衎,元,ʌn
17694,漢,元,ʌn
17695,暵,元,ʌn
17697,熯,元,ʌn
17698,䍐,元,ʌn
17702,厂,元,ʌn
17704,爤,元,ʌn
17705,瀾,元,ʌn
17709,讕,元,ʌn
17711,灘,元,ʌn
17712,難,元,ʌn
17713,𦍀,元,ʌn
17716,粲,元,ʌn
17717,㛑,元,ʌn
17723,𢿱,元,ʌn
17726,䈀,元,ʌn
17727,𩀼,元,ʌn
17728,贊,元,ʌn
17730,酇,元,ʌn
17731,饡,元,ʌn
17733,灒,元,ʌn
17735,㜺,元,ʌn
17739,㜺,元,ʌn
17744,換,元,ʌn
